老陈央卫★,#genre#
一曲相思1,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg4oDG4gUo69_8zAQ.mp4
一生所爱,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgk9aq4gUogIDbxwQ.mp4
一曲相思,https://vdse.bdstatic.com//e547b08ce3afad200eec374f3c4ee450.mp4
凤凰传奇華夏传说,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_40828850&response=res&format=mp4&type=convert_url
凤凰传奇奢香夫人,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_51674527&response=res&format=mp4&type=convert_url
凤凰传奇今生的缘,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_646024&response=res&format=mp4&type=convert_url
凤凰传奇荷塘月色,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_1565837&response=res&format=mp4&type=convert_url
凤凰传奇自由飞翔,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_18747906&response=res&format=mp4&type=convert_url
凤凰传奇策马奔腾,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_24042013&response=res&format=mp4&type=convert_url
凤凰传奇温柔姑娘,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_6401404&response=res&format=mp4&type=convert_url
凤凰传奇自由自在,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_24042025&response=res&format=mp4&type=convert_url
凤凰传奇奇迹世界,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_954805&response=res&format=mp4&type=convert_url
凤凰传奇歌唱二小放牛郎,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_8120530&response=res&format=mp4&type=convert_url
凤凰传奇中国味道,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_24042021&response=res&format=mp4&type=convert_url
凤凰传奇光芒,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_24042019&response=res&format=mp4&type=convert_url
凤凰传奇御龙归字谣,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_1164118&response=res&format=mp4&type=convert_url
凤凰传奇月亮之上,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_7084968&response=res&format=mp4&type=convert_url
邓丽君 歌曲精选九首 經典歌曲,https://vdse.bdstatic.com//432792ba00998e73655101c9e706e1e2.mp4
金典老歌,https://vdse.bdstatic.com//36ea0ffcf8156a44b9d524d999eb088a.mp4
刀郎經典歌曲7首：《西海情歌》《敖包相会》《情人》冲动的惩罚,https://vdse.bdstatic.com//628ca08719cef5987ea2ae3c6f0d2386.mp4
刀郎經典歌曲精选,https://vdse.bdstatic.com//4fcca19a19aa4974230c5ee70ab5fa55.mp4
刀郎經典老歌合集《披着羊皮的狼》《西海情歌》《冲动的惩罚》,https://vdse.bdstatic.com//bfbb0871ed01eb3328497faae6a8531b.mp4
云朵、刀郎、孙露、张雨生等經典怀旧歌曲6首,https://vdse.bdstatic.com//fa0ed7ad8657cc4d13972c3d9aa5ddbf.mp4
怀旧金曲:刀郎《黄玫瑰》,https://vdse.bdstatic.com//893331fdfab5d04e5c93e2adbbf1e949.mp4
飞鸟和蝉任然,https://vd4.bdstatic.com/mdakmagpap54qyv855r/v1cae/1080p/mdakmagpap54qyv855r.mp4
海鸥飞龙梅子,https://vd2.bdstatic.com/mdakgrx6ftzptj5x4i9/v1cae/1080p/mdakgrx6ftzptj5x4i9.mp4
不再痴情黄静美,https://vd2.bdstatic.com/mdamguiyws4cia6d0rf/1080p/cae_h264/1627568961141809995/mdamguiyws4cia6d0rf.mp4
天公不作美黄静美,https://vd2.bdstatic.com/mdamcibj6pxkwe3x1ji/1080p/cae_h264/1616117049/mdamcibj6pxkwe3x1ji.mp4
浪子闲话笑纳赤伶,https://vd3.bdstatic.com/mdami0jir5caqx8xtmh/1080p/cae_h264/1630505223203305128/mdami0jir5caqx8xtmh.mp4
用力活着张茜,https://vd4.bdstatic.com/mdamfmcz8hk0qjieck2/1080p/cae_h264/1624355388377695977/mdamfmcz8hk0qjieck2.mp4
点歌的人海来阿木,https://vd3.bdstatic.com/mdamaqxxg1hrznsdf1a/v1cae/1080p/mdamaqxxg1hrznsdf1a.mp4
你的万水千山海来阿木,https://vd4.bdstatic.com/mdaki4i7gfqw6cw6hq0/v1cae/1080p/mdaki4i7gfqw6cw6hq0.mp4
当我孤独的时候还可以抱着你郑源,https://vd4.bdstatic.com/mdakgaerksrx80jgdu0/v1cae/1080p/mdakgaerksrx80jgdu0.mp4
寂寞的人伤心的歌龙梅子、杨海彪,https://vd4.bdstatic.com/mdakb5gc9c1vmtz93g8/v1cae/sc/mdakb5gc9c1vmtz93g8.mp4
两个人蔡妍BerryGood,https://vd2.bdstatic.com/mdaiffus60ju99vp5kr/sc/mdaiffus60ju99vp5kr.mp4
两个人蔡妍BerryGood,https://vd4.bdstatic.com/mdaki9ze4v8sw9sj7cb/sc/mdaki9ze4v8sw9sj7cb.mp4
情歌皇后林翠萍《相见不如不见》F,https://vdse.bdstatic.com//1f65ad884619a069c68572f1ac9e2b0e.mp4
林翠萍《负心的你》F,https://vdse.bdstatic.com//16425f9f93e382e23bcde71f8ed85a4c.mp4
林翠萍經典老歌《相会在梦里》F,https://vdse.bdstatic.com//00fb72cd0b27bec6d9c0cd915874b50e.mp4
林翠萍經典情歌《相思豆》F,https://vdse.bdstatic.com//986498bb0ccd2114ba1274df22fae332.mp4
精选韓宝仪經典歌曲10首F,https://vdse.bdstatic.com//42d5ac65a9070eeab2513bf6bc65ea4d.mp4
龙飘飘《我没醉》F,https://vdse.bdstatic.com//3d48e45e47836cd75c202ec957260837.mp4
龙飘飘《往事》F,https://vdse.bdstatic.com//a28e362e15fa8c361219944bfb59b596.mp4
龙飘飘《歌声恋情》F,https://vdse.bdstatic.com//552f15ac34dc97bdb3cc7725cd0a0aa4.mp4
美酒加咖啡 龙飘飘F,https://vdse.bdstatic.com//816c73543ede254586a625cacc67ea0f.mp4
关正杰的十首粤语老歌F,https://vdse.bdstatic.com//d95bf4719f9e5b7bf1f2ef3679f1fdb2.mp4
林翠萍《麦搁來这套》,https://vdse.bdstatic.com//5b388a47b1233105831e09b8cadc1edd.mp4
龙飘飘經典老歌《后悔爱上你》,https://vdse.bdstatic.com//bde5b937e292c240a4322d9719deb98b.mp4
sheep张艺兴,https://vdse.bdstatic.com/971347deaddd6fdb5ada6e87e4722ece.mp4?authorization=bceauthv1%2Ffb297a5cc0fb434c971b8fa103e8dd7b%2F20170511T09%3A02%3A31Z%2F1%2F
屋顶着火宋茜,https://vd3.bdstatic.com/mdaife08h4xpq85sg65/logo//mdaife08h4xpq85sg65.mp4?pd=19&vt=1
陈柯宇生僻字,http://vd2.bdstatic.com/mdajb28qp6tauzkzpy9//mdajb28qp6tauzkzpy9.mp4
摩登兄弟探清水河,http://vd2.bdstatic.com/mdajg6dffnbt92877h0/sc/mdajg6dffnbt92877h0.mp4
筷子兄弟小苹果,http://vd1.bdstatic.com/mdahc2rwgemn6yrnvw2/mdahc2rwgemn6yrnvw2.mp4
李玲玉女儿情,http://vd4.bdstatic.com/mdajiqh0kcd7kgpwnmb/sc/mdajiqh0kcd7kgpwnmb.mp4
你的酒馆对我打了烊陈雪凝,https://vd3.bdstatic.com/mdaka59e4w0qxxsxnt0//mdaka59e4w0qxxsxnt0.mp4?pd=19&vt=1
醉千年李袁杰,http://vd3.bdstatic.com/mdaihai9qt3yny3sx53//mdaihai9qt3yny3sx53.mp4?pd=19&vt=1
就算没有如果张杰,https://vdse.bdstatic.com//b362a1c2ecbc60b18d3dc06cdc97f142.mp4?authorization=bceauthv1%2F40f207e648424f47b2e3dfbb1014b1a5%2F20200131T15%3A58%3A51Z%2F
浮诛张杰,https://vdse.bdstatic.com/1c2dc5580507bc1b0ef507c63b3fc461.mp4?authorization=bceauthv1%2Ffb297a5cc0fb434c971b8fa103e8dd7b%2F20170511T09%3A02%3A31Z%2F1%2F
望赵丽颖张碧晨,https://vdse.bdstatic.com/25f5ae931f851bf09c48abaebe5d6f8d.mp4?authorization=bceauthv1%2F40f207e648424f47b2e3dfbb1014b1a5%2F20170511T09%3A02%3A31Z%2F1%2F
杜德伟情人,http://vdown.kuwo.cn:80/resource/t4/59/86/iXqIb2KOC3M.mp4
男儿当自强 林子祥,http://vdown.kuwo.cn:80/resource/t4/35/8/byLO9W5m5Y8.mp4
陈雷随缘,http://vdown.kuwo.cn:80/resource//t1/34/c9596b26ffc64cb5ab2c3f82068d167a.mp4
歡喜就好,http://vdown.kuwo.cn:80/resource//t4/33/65/I4Vpjif2dxY.mp4
故乡,http://vdown.kuwo.cn:80/resource/t4/23/63/hQYKyFEiljU.mp4
爱情鸟,http://vdown.kuwo.cn:80/resource//t4/69/75/bD9N0L_qjcM.mp4
爱拼才会赢,http://vdown.kuwo.cn:80/resource//t4/20/1/y12_ecvVJgA.mp4
浪子的心情,http://vdown.kuwo.cn:80/resource/t4/53/44/3Rve23Jsy8.mp4
草蜢失恋阵綫联盟,http://vodcdn.video.taobao.com/oss/alivideo/bbae2fc164d9517913ed5a9117f8455b/video.m3u8
草蜢忘情森巴舞,http://vodcdn.video.taobao.com/oss/alivideo/a30020a6cd9ce2a8b387e029f9c5365c/video.m3u8
草蜢半点心,http://vodcdn.video.taobao.com/oss/alivideo/68fc953ff930412784dada5eb79d0821/1461058499/video.m3u8.m3u8
草蜢宝贝对不起,http://bizcommon.alicdn.com/l2nDqpMmn6DGHnWzZQA/RQdMfitGKCINh4BPzc9%40%40sd.m3u8
陈倩倩婴儿,http://vodcdn.video.taobao.com/oss/alivideo/4fc8d043456c092c392483bd293d0ee3/video.m3u8
王菲容易受伤的女人(国语),http://vodcdn.video.taobao.com/oss/alivideo/84722d96b62883dafdcc154afbf0bb03/video.m3u8
王菲执迷不悔,http://vodcdn.video.taobao.com/oss/alivideo/15bf7da88b44048edaabe73d6b17c00b/video.m3u8
陈慧娴千千阙歌,http://vodcdn.video.taobao.com/oss/alivideo/8f45a35108ebe1b1951d2936007e3cd0/video.m3u8
陈慧娴归来吧,http://vodcdn.video.taobao.com/oss/alivideo/c89589fd5809cf6e2f1a4d7a52023733/video.m3u8
黄凯芹相爱很难,http://vodcdn.video.taobao.com/oss/alivideo/11b6273898b6a1b1da34e646264cd036/video.m3u8
巫启贤只因你伤心,http://vodcdn.video.taobao.com/oss/alivideo/c28acbe36530da595b04161855bba004/video.m3u8
彭佳慧回味,http://vodcdn.video.taobao.com/oss/alivideo/6801f707771eacdb5264f8bb20e4d599/video.m3u8
叶倩文潇洒走一回,http://vodcdn.video.taobao.com/oss/alivideo/371d75312720e701b5f3988d46cdf4ef/video.m3u8
叶倩文曾經心痛,http://vodcdn.video.taobao.com/oss/alivideo/0ea34400f2502a94ee14aea506e0042b/video.m3u8
叶倩文我的爱对你说,http://bizcommon.alicdn.com/l2nDqpMmn6DGHnWzZQA/7xXG24i7EbZtCTOtSnh%40%40sd.m3u8
吕方朋友别哭,http://bizcommon.alicdn.com/l2nDqpMmn6DGHnWzZQA/qgljCDKewD8vEgOMrrt%40%40sd.m3u8
许茹芸如果云知道,http://vodcdn.video.taobao.com/oss/alivideo/fd87aea7bc293a5930b8a64c752df476/video.m3u8
王麟伤不起,http://vodcdn.video.taobao.com/oss/alivideo/1e3633ff1c3a525e148968b45c18f780/video.m3u8
李圣杰痴心绝对,http://vodcdn.video.taobao.com/oss/alivideo/f2b27944f9960f3dbb2c6dd6c4679747/video.m3u8
辛晓琪俩俩相忘,http://vodcdn.video.taobao.com/oss/alivideo/6b406c70e3007a5c66a2085c39b13d80/video.m3u8
陈瑞有谁知道我在等你,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_1583218&response=res&format=mp4&type=convert_url
陈瑞鱼和水的故事,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_353501&response=res&format=mp4&type=convert_url
陈瑞三生三世,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_6449820&response=res&format=mp4&type=convert_url
陈瑞一生的等待,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_1583215&response=res&format=mp4&type=convert_url
陈瑞一辈子的真爱,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_28470656&response=res&format=mp4&type=convert_url
陈瑞红尘永相伴,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_506435&response=res&format=mp4&type=convert_url
陈瑞男人酒女人泪,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_40090112&response=res&format=mp4&type=convert_url
陈瑞爱的痕迹,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_1218815&response=res&format=mp4&type=convert_url
陈瑞分手了别来打扰我,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_5835684&response=res&format=mp4&type=convert_url
陈瑞曾經是我的最爱的女人,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_486357&response=res&format=mp4&type=convert_url
陈瑞烛光里的妈妈,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_1024266&response=res&format=mp4&type=convert_url
陈瑞爱得真伤的深,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_1218839&response=res&format=mp4&type=convert_url
陈瑞父亲,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_4247454&response=res&format=mp4&type=convert_url
陈瑞别思,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_3429064&response=res&format=mp4&type=convert_url
陈瑞天长地久,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_1583220&response=res&format=mp4&type=convert_url
陈瑞心中的牵挂,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_1583211&response=res&format=mp4&type=convert_url
龙梅子都说,https://vd3.bdstatic.com:443/mdama7cm59x1m4015ip/v2hknm/1080p/mdama7cm59x1m4015ip.mp4
谭维维《蓝莲花》,https://rescdn.yishihui.com/longvideo/transcode/video/vpc/20201112/5623330ySHJCzL4DxMMpOtgHo.mp4
雨花石云朵,http://newcntv.qcloudcdn.com/asp/hls/2000/0303000a/3/default/20a65dbb23e4448cbcb52a756ebdc74d/2000.m3u8
一砖一瓦杨哲,http://txmov2.a.yximgs.com/upic/2020/11/07/23/BMjAyMDExMDcyMzQxMzZfMTU0MDc1NjUwOF8zODg5OTUwODg5MF8yXzM=_b_B41249b6fddaf4b4ef4bb5aee7c4f431c.mp4
雨中相思龙千玉,http://txmov2.a.yximgs.com/upic/2020/11/25/16/BMjAyMDExMjUxNjAwNDRfMTU0MDc1NjUwOF8zOTc3MTI2OTA2MF8yXzM=_b_B0652e68c50f21d5cb6bdda5dbc7a3c13.mp4
月光瞑蔡秋凤,http://txmov2.a.yximgs.com/upic/2020/11/25/15/BMjAyMDExMjUxNTQxMjRfMTU0MDc1NjUwOF8zOTc3MDYxOTQzOF8yXzM=_b_B5ef50d6b7967ca637b709b0bbd215806.mp4
梦中情人林乔安,http://txmov2.a.yximgs.com/upic/2020/11/08/21/BMjAyMDExMDgyMTAwMTNfMTU0MDc1NjUwOF8zODk0OTg4ODcxN18yXzM=_b_B5faf49255e0be7fc042ea521c28a458e.mp4
一句再会陈思安,http://txmov2.a.yximgs.com/upic/2020/11/07/23/BMjAyMDExMDcyMzM3MTdfMTU0MDc1NjUwOF8zODg5OTQ0NTkxMl8yXzM=_b_B75778f52a4759d91ee9275fffb96812f.mp4
王彩華爱情的骗子我问你,http://vd4.bdstatic.com/mdajm4h7v1isxwc660u/sc/mdajm4h7v1isxwc660u.mp4
蔡丽津月圆情,http://vd3.bdstatic.com/mdajm53zq7k0b0kbxch/sc/mdajm53zq7k0b0kbxch.mp4
陈小云爱人跟人走,http://vd4.bdstatic.com/mdajgvqig36bu4rc0ej/sc/mdajgvqig36bu4rc0ej.mp4
江蕙梦中的情话,http://vd2.bdstatic.com/mdaji4rwrwg7fijyqkh/mdaji4rwrwg7fijyqkh.mp4
小凤凤爱情一阵风,http://vd2.bdstatic.com/mdajjm7vgq1iahz0zpg/mdajjm7vgq1iahz0zpg.mp4
张秀卿车站,http://vd2.bdstatic.com/mdajjmnjgiabtvmy13u/sc/mdajjmnjgiabtvmy13u.mp4
龙飘飘 歌声恋情,https://vd3.bdstatic.com/mdanbr8qai32badkdf1/sc/cae_h264_delogo/1645933170027877953/mdanbr8qai32badkdf1.mp4
陈百潭初恋[848*480],http://vd4.bdstatic.com/mdajk22i7yt5vyjbgwt//mdajk22i7yt5vyjbgwt.mp4
陈淑苹黄昏之恋[848*480],http://vd4.bdstatic.com/mdajk0m1rgje4eh01cw//mdajk0m1rgje4eh01cw.mp4
陈淑苹离家,http://vd2.bdstatic.com/mdaiftyuk6tjcxrm53p/sc/mdaiftyuk6tjcxrm53p.mp4
陈淑苹我的伤心谁人知,http://vd3.bdstatic.com/mdaijjfe3s5z1iyvzgq/sc/mdaijjfe3s5z1iyvzgq.mp4
姜玉阳刻骨的温柔[688*464],http://cloud.video.taobao.com/play/u/1748679248/p/2/e/3/t/1/15883785.m3u8
罗时丰爱那么痛,http://vd2.bdstatic.com/mdajcrjbhmgprhs00c4/sc/mdajcrjbhmgprhs00c4.mp4
罗时丰爱情的路,http://vd4.bdstatic.com/mdajcrjcp1wy5q2i00n/sc/mdajcrjcp1wy5q2i00n.mp4
罗时丰擦掉彼句我爱你[768*432],http://vd1.bdstatic.com/mdahj3j9zhu12h99a79/vsf5f50550f0b93f5020da43ab88266edawatermark//mdahj3j9zhu12h99a79.mp4
罗时丰男人的汗[848*480],http://vd4.bdstatic.com/mdajm491avwdp96qg02//mdajm491avwdp96qg02.mp4
罗时丰无情之梦,http://vd2.bdstatic.com/mdaje1jq1hvgmab08gd/sc/mdaje1jq1hvgmab08gd.mp4
罗时丰心事,http://vd2.bdstatic.com/mdajaadiz1rwrtrj7kw/sc/mdajaadiz1rwrtrj7kw.mp4
罗时丰一定要成功,http://vd1.bdstatic.com/mdahgmk00ncqxvvix0v/mdahgmk00ncqxvvix0v.mp4
毛不易 Ⅰ 借,https://vd3.bdstatic.com/mdaii2njckdbkmmcp81//mdaii2njckdbkmmcp81.mp4?pd=20
毛不易 Ⅰ 牧马城市,https://vdse.bdstatic.com//1d83dfc2411243e5b9f44462e1e55ab3.mp4?authorization=bceauthv1%2F40f207e648424f47b2e3dfbb1014b1a5%2F20191214T02%3A12%3A40Z%2F1%2Fhost%2F4739737cd8b21cbdb307a5d008abe88a61afce23616c55f2a8fae768fc2b6764
毛不易 Ⅰ 给你给我,https://vdse.bdstatic.com//4d056936c317b35f886ced83147ad7e8.mp4?authorization=bceauthv1%2F40f207e648424f47b2e3dfbb1014b1a5%2F20200131T14%3A42%3A28Z%2F1%2Fhost%2F13c0f2dda852b6fdbcd7422de8ac3a48437304b4c38728deeedb6558c47a9eb9
王七七 Ⅰ 我愿意平凡的陪在你身旁,https://vdse.bdstatic.com/570e05ef514db00b14c9c10d1aef7f1f.mp4?authorization=bceauthv1%2Ffb297a5cc0fb434c971b8fa103e8dd7b%2F20170511T09%3A02%3A31Z%2F1%2F%2Fd5332371b8e0882511e0b75041fcd24f0899fa4237f56edacb89b6734f95ca97
于文文 Ⅰ 體面,https://vdse.bdstatic.com//f18bdf41f28b68a1b0177fa5e5cdf8fe.mp4?authorization=bceauthv1%2F40f207e648424f47b2e3dfbb1014b1a5%2F20200131T14%3A25%3A29Z%2F1%2Fhost%2F1a9107b1210343ed30aa27779a042aab3d016777226b471ee5f38c8fc1e23cf1
张艺兴 Ⅰ sheep,https://vdse.bdstatic.com/971347deaddd6fdb5ada6e87e4722ece.mp4?authorization=bceauthv1%2Ffb297a5cc0fb434c971b8fa103e8dd7b%2F20170511T09%3A02%3A31Z%2F1%2F%2F1d12ad4ec35446ed93981927577c34a900dd755d2da3a1a0fd41c06ab23f4863
魏新雨 Ⅰ 恋人心,https://vdse.bdstatic.com//e179fea2ba171a7268188a055702229d.mp4?authorization=bceauthv1%2F40f207e648424f47b2e3dfbb1014b1a5%2F20200131T15%3A18%3A42Z%2F1%2Fhost%2F84badc350a20f1dfe035e91408acfe7e4b1e69fe262f4faaa5ca3af837e1592b
许艺娜 Ⅰ 如梦令,https://vdse.bdstatic.com/20e606730cb53b91bd4a4d2b0323e563.mp4?authorization=bceauthv1%2Ffb297a5cc0fb434c971b8fa103e8dd7b%2F20170511T09%3A02%3A31Z%2F1%2F%2F105e954b546582862111230676e2cdc84b0144bf00447793daa377381b7ddb0f
半阳 Ⅰ 一曲相思,https://vdse.bdstatic.com//e547b08ce3afad200eec374f3c4ee450.mp4?authorization=bceauthv1%2F40f207e648424f47b2e3dfbb1014b1a5%2F20200131T13%3A00%3A56Z%2F1%2Fhost%2Fc4e678fdb911f8524405fcf1563002f4f9c892a22e3f2033b917a39f2d01ea20
李建 Ⅰ 一念一年,https://vdse.bdstatic.com/ea4ad861c3816ba29b415da2494706a1.mp4?authorization=bceauthv1%2Ffb297a5cc0fb434c971b8fa103e8dd7b%2F20170511T09%3A02%3A31Z%2F1%2F%2Fe5580be73eed99ae2d6da05453b3d79cdba5a663c049f6367ae6ae4bc4fbb1e6
张杰 Ⅰ 浮诛,https://vdse.bdstatic.com/1c2dc5580507bc1b0ef507c63b3fc461.mp4?authorization=bceauthv1%2Ffb297a5cc0fb434c971b8fa103e8dd7b%2F20170511T09%3A02%3A31Z%2F1%2F%2F592cfc9d5b5bc41242144504ccf1f9f9df9d15b863f6f33c610e552faf629cd9
张杰 Ⅰ 就算没有如果,https://vdse.bdstatic.com//b362a1c2ecbc60b18d3dc06cdc97f142.mp4?authorization=bceauthv1%2F40f207e648424f47b2e3dfbb1014b1a5%2F20200131T15%3A58%3A51Z%2F1%2Fhost%2Ff5f960beaff319951e978ff3850b31434a5d64f13c03c9724e988c251426270d
胡夏 Ⅰ 只问你肯不肯,https://vdse.bdstatic.com/d4463cd83c0c47fba7ce65c71ad94bbb.mp4?authorization=bceauthv1%2Ffb297a5cc0fb434c971b8fa103e8dd7b%2F20170511T09%3A02%3A31Z%2F1%2F%2F09b9a33c3ded7584f68a3b875a10ba6a021d74f32e4144c2c0327f05c57abfdc
王琪 Ⅰ 站着等你三千年,https://vdse.bdstatic.com//967f216dea39a6f3ccb44884a219f8ff.mp4?authorization=bceauthv1%2F40f207e648424f47b2e3dfbb1014b1a5%2F20191214T02%3A12%3A33Z%2F1%2Fhost%2F35aa2c099605e74a562ca0358f457186636ef317d486aa3ed6f60fc45c2c6c9a
要不要买菜 Ⅰ 下山,https://vdse.bdstatic.com/e2d35750d461a6d524080c7a3c4cb7a4.mp4?authorization=bceauthv1%2F40f207e648424f47b2e3dfbb1014b1a5%2F20170511T09%3A02%3A31Z%2F1%2F%2F4fbaf22be415d855635ea3633a0f2fa9460bfb7cb3a13f2295a12b85245e0598
花粥/马雨阳 Ⅰ 盗将行,https://vdse.bdstatic.com//8355cbc6c2fe19c5ad280869218430f5.mp4?authorization=bceauthv1%2F40f207e648424f47b2e3dfbb1014b1a5%2F20200131T13%3A03%3A13Z%2F1%2Fhost%2F79c755e10a28040d25c417fac00f7f489b53a6d21959e047363889876ded1bce
张碧晨/赵丽颖 Ⅰ 望,https://vdse.bdstatic.com/25f5ae931f851bf09c48abaebe5d6f8d.mp4?authorization=bceauthv1%2F40f207e648424f47b2e3dfbb1014b1a5%2F20170511T09%3A02%3A31Z%2F1%2F%2Fbeb15438a125af0e53bc38c98b3f304da2e2c0f1f61103ce81a9df486dc138a3
怀旧音乐,http://vodcdn.video.taobao.com/oss/alivideo/84722d96b62883dafdcc154afbf0bb03/video.m3u8
怀旧合集,http://vodcdn.video.taobao.com/oss/alivideo/8f45a35108ebe1b1951d2936007e3cd0/video.m3u8
经典合集,http://vodcdn.video.taobao.com/oss/alivideo/fe68ff471420aaefcb3a7f4f413ad3f4/video.m3u8
经典合集2,http://vodcdn.video.taobao.com/oss/alivideo/f2b27944f9960f3dbb2c6dd6c4679747/video.m3u8
杨丽珍_虚情的爱,https://vd2.bdstatic.com/mdami1dd05gmhwejdwn/sc/cae_h264/1630576203346678103/mdami1dd05gmhwejdwn.mp4
杨丽珍_情为何物,https://vd2.bdstatic.com/mdank3am8nwdgqfy6nh/sc/cae_h264/1667555203921394810/mdank3am8nwdgqfy6nh.mp4
杨丽珍_想念你,https://vd2.bdstatic.com/mdaiggwqt9cezpyirjn/sc/mdaiggwqt9cezpyirjn.mp4
梦里水乡,https://vd4.bdstatic.com/mdamcc5ichr42qg4r1p/720p/h264_cae/1620799161082799399/mdamcc5ichr42qg4r1p.mp4
酒梦,https://vd4.bdstatic.com/mdajjbj71ymtth36pvu/sc/mdajjbj71ymtth36pvu.mp4
月老掉线,https://vd3.bdstatic.com/mdandd3ta6xy3x4ybtf/720p/h264_delogo/1649904116948342384/mdandd3ta6xy3x4ybtf.mp4
晚风心里吹,https://vd2.bdstatic.com/mdandpg29kxui1g1xrj/sc/cae_h264_delogo/1650799724379445533/mdandpg29kxui1g1xrj.mp4
九十九步退一步,https://vd2.bdstatic.com/mdanbk88c8b5d4vsf2m/sc/cae_h264_delogo/1645443281073338534/mdanbk88c8b5d4vsf2m.mp4
好多倩_夜夜夜漫长,https://vd4.bdstatic.com/mdamcm1j9nnz5xxyhar/720p/h264_cae/1621016873537262108/mdamcm1j9nnz5xxyhar.mp4
张杰星星,https://vd3.bdstatic.com/mdamcf4jracp0aq1b64/sc/cae_h264/1615836158/mdamcf4jracp0aq1b64.mp4
小虎队星星的约会,https://vd2.bdstatic.com/mdakc3gqfxzi4zgfr2w/sc/mdakc3gqfxzi4zgfr2w.mp4
想你的时候问月亮,https://vdse.bdstatic.com//ec33a3aaab2aafb34d5816962f2a5ae5.mp4
刀郎守候在凌晨两点的伤心秀吧,https://vd3.bdstatic.com/mdaierq2z9f1exw934e/logo/hd/mdaierq2z9f1exw934e.mp4
刀郎手心里的温柔,https://vd4.bdstatic.com/mdakj18fhzhecfm9trb/hd/mdakj18fhzhecfm9trb.mp4
杨紫琼_爱似流星,https://vd4.bdstatic.com/mdanei02hdtnd2c88ci/sc/cae_h264/1652920810425683641/mdanei02hdtnd2c88ci.mp4
沉默是金,https://vd3.bdstatic.com/mdamh05cp7e5775a9z2/sc/cae_h264/1627790223084175256/mdamh05cp7e5775a9z2.mp4
伤心的酒吧,https://vd2.bdstatic.com/mdamhtaxwen3yutpdku/sc/cae_h264/1630136866503133016/mdamhtaxwen3yutpdku.mp4
西海情歌,https://vd2.bdstatic.com/mdajf9c1fkgucw29pg8/sc/mdajf9c1fkgucw29pg8.mp4
暗里着迷亮声,https://vd2.bdstatic.com/mdanj0ahm6t2ib5n2jy/720p/h264/1664610158927030550/mdanj0ahm6t2ib5n2jy.mp4
只要你还需要我,https://vd2.bdstatic.com/mdandi3uvmd0qrjvgps/sc/cae_h264_delogo/1650337256524390613/mdandi3uvmd0qrjvgps.mp4
酒醉的蝴蝶,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgjvvL9QUo3cjNuQY.mp4

老陈沙雕,#genre#
剑神小虾仁,https://vdse.bdstatic.com//86f03c51ba55594d5d3b542dae097082.mp4

小虾仁将军,https://vdse.bdstatic.com//c1986f3b159f008e14663f710609da6b.mp4

大明虾老六,https://vd3.bdstatic.com/mdaqm2fq3q7khd4w55d/sc/cae_h264/1733229712618670205/mdaqm2fq3q7khd4w55d.mp4

虾仁喜当爹,https://vd3.bdstatic.com/mdaqmqd22kauwnigwbv/sc/cae_h264/1735121615922031317/mdaqmqd22kauwnigwbv.mp4

最色虾仁,https://vdse.bdstatic.com//2f3e89703f8b00fb92cfc10d4c290bfa.mp4
穿越虾仁,https://vdse.bdstatic.com//5f724db0b16dcbe17bb470781d8140f5.mp4

此子国士也,https://vdse.bdstatic.com//a6e02a660be7e9c3c1c22608ba17bc1d.mp4
穿越大唐成太子,https://vdse.bdstatic.com//5540f0a34097c82e8669b8cfad891bc4.mp4
虾仁新剧,https://vdse.bdstatic.com//3e4728e7072aa819dfbe757c0c0f483f.mp4
